ҍнн̄ав	'n'naav	ва̄ннҍ	vaan'n'	ва̄ннҍ	vaan'n'			Adv				мало, немного	ва̄ннҍ ча̄дзь	vaan'n' čaaʒ'	мало воды	ва̄ннҍ ча̄зесьт	vaan'n' čaaz'es't	в малом количестве воды	ва̄ннҍ я̄вэсьт ле̄йп эгк па̄шьт	vaan'n' jaaves't l'eejp egk paaš't	из малого количества муки хлеба не испечёшь	ва̄ннҍ пе̄ркэсьт, ча̄зесьт, я̄гклэсьт...	vaan'n' p'eerkes't, čaaz'es't, jaagkles't...	от недостатка пищи, воды, ягеля... ва̄нас сказ. мало, немного	ча̄дзь лӣ ва̄нас	čaaʒ' l'ii vaanas	воды мало																																																																											
элцҍнн̄ав	elc'n'naav	ва̄ннҍцлэ	vaan'n'cle	ва̄ннҍцэ	vaan'n'ce			Verb		III		пойти (куда-л.)	ва̄ннҍцлэпь ва̄рра	vaan'n'clep' vaarra	пойдём в лес																																																																																							
эцҍнн̄ав	ec'n'naav	ва̄ннҍцэ	vaan'n'ce	ва̄ннҍцэ	vaan'n'ce			Verb		II	4	идти (пешком)	ва̄ннҍцэ мӣлкнесьт, удлэнне	vaan'n'ce m'iilkɲ'es't, udleɲ'ɲ'e	идти медленно, быстро	ва̄нҍцнэлле ва̄ннҍцэ	vaan'cnel'l'e vaan'n'ce	идти пешком (букв. идя идти)																																																																																				
ьсэтҍн̄ав	'set'naav	ва̄нҍтэсь	vaan'tes'	ва̄нҍтэсь	vaan'tes'	ва̄ннтас	vaanntas	Noun		V		обруч, обод	лыһкэ рӯввьт ва̄ннтсэтҍ	lɨhke ruuv'v't vaanntset	сделать железные обручи																																																																																							
эсцҍн̄ав	esc'naav	ва̄нҍцсэ	vaan'cse	ва̄ннҍцэ	vaan'n'ce			Verb	немного	III		походить (где-л. - немного);подойти;приблизиться к кому-чему	ва̄нҍцэсьт оаллкэнҍ	vaan'ces't oallken'	походи по двору	ва̄нҍцэсьт мыннӭ	vaan'ces't mɨn'n'e	подойди ко мне																																																																																				
эввухцҍн̄ав	evvuxc'naav	ва̄нҍцхуввэ	vaan'cxuvve	ва̄ннҍцэ	vaan'n'ce			Verb		I		находиться, устать от хождения	мунн та̄рьм четк ва̄нҍцхувве	munn taar'm četk vaan'cxuv'v'e	ланҍ мӣлльтэ я сегодня до смерти устал от хождения по городу																																																																																							
еннэктп̄ав	eɲɲektpaav	ва̄пткэнне	vaaptkeɲɲe	ва̄птэгк	vaaptegg			Adv				богато	ва̄пткэнне е̄лле	vaaptkeɲ'ɲ'e jeel'l'e	жить богато																																																																																							
кгэтп̄ав	ggetpaav	ва̄птэгк	vaaptegg	ва̄птэгк	vaaptegg	ва̄птэг	vaapteg	Noun		I		богатство;обилие (чего-л.);зажиточность	е̄лле ва̄птэгэсьт	jeel'l'e vaapteges't	жить в богатстве	мӣн ва̄рь ле̄в ва̄птэг ноавьтэгуэйм	m'iin vaar' l'eev vaapteg noav'teguejm	наши леса богаты зверем	ва̄птэгк е̄ммьне	vaaptegk jeem'm'ɲ'e	богатая земля; тэдт е̄ммьне лӣ ва̄птэгк эта земля богата; ва̄птэгк шэнтнэгк обильный урожай   \# ва̄птэгк поарр, а ва̄йваш а̄ммсалл посл. богач ест, а бедняк только рот открывает (букв. зевает)																																																																																	
тдувкгэтп̄ав	dduvggetpaav	ва̄птэгквудт	vaapteggvudd	ва̄птэгк	vaaptegg	ва̄птэгквуд	vaapteggvud	Noun		I		богатство	нарэд ва̄птэгквудэтҍ ко̄ппчмушш	nared vaaptegkvudet kooppčmušš	накопление народных богатств																																																																																							
ӭтһалкгэтп̄ав	e'thalggetpaav	ва̄птэгклаһтӭ	vaaptegglaht'e	ва̄птэгк	vaaptegg			Verb		I	4*	обогатить кого-что																																																																																										
эввулкгэтп̄ав	evvulggetpaav	ва̄птэгклуввэ	vaapteggluvve	ва̄птэгк	vaaptegg			Verb		I		богатеть / разбогатеть, становиться / стать богатым, зажиточным, состоятельным	совхоз удлэнне ва̄птэгклуввэв	sovxoz udleɲ'ɲ'e vaaptegkluvvev	совхозы быстро богатеют																																																																																							
энвулкгэтп̄ав	envulggetpaav	ва̄птэгклувнэ	vaapteggluvne	ва̄птэгк	vaaptegg			Verb	постоянно;иногда, бывало	III		становиться богатым, зажиточным, состоятельным, богатеть (постоянно;иногда, бывало)																																																																																										
эшкгэтп̄ав	ešggetpaav	ва̄птэгкшэ	vaapteggše	ва̄птэгк	vaaptegg			Verb	Trop	III		считать кого-что богатым, зажиточным																																																																																										
рр̄ав	rraav	ва̄рр	vaarr	ва̄рр	vaarr	ва̄р	vaar	Noun		I		путь м, дорога, поездка, путешествие	шӯрр, кугкесь ва̄рр	šuurr, kugk'es' vaarr	большая, долгая поездка	ва̄рр оассэ	vaarr oasse	дорожная одежда	тывнэдтма лӣ ва̄р-налла	tɨvnedtma l'ii vaar-nalla	он одет по-дорожному	ва̄рр ёадт ныдтҍ мӣлкнесьт, ко̄ххт тыһкь тарьвэсьт	vaarr joadt nɨdt m'iilkɲ'es't, kooxxt tɨhk' tar'ves't	через час по чайной ложке (букв. поездка идёт так медленно, как вошь по смоле)																																																																														
ьрр̄ав	'r'raav	ва̄ррь	vaar'r'	ва̄ррь	vaar'r'	ва̄рь	vaar'	Noun		I		лес	сӯгкесь, ре̄есь ва̄ррь	suugk'es', r'eejes' vaar'r'	густой, редкий лес	ва̄рра ва̄ннҍцэ	vaarra vaan'n'ce	идти в лес	ва̄рь воаррьдэй	vaar' voar'r'dej	лесник (букв. берегущий лес)																																																																																	
чнельрр̄ав	čne'l'r'raav	ва̄ррьленч	vaar'r'l'enč	ва̄ррь	vaar'r'	ва̄ррьля	vaar'r'l'a	Noun		IV		человек, живущий в лесу																																																																																										
эввульрр̄ав	evvul'r'raav	ва̄ррьлуввэ	vaar'r'luvve	ва̄ррь	vaar'r'			Verb		I		вырасти - о лесе	мӣн па̄јјк ва̄ррьлувэ	m'iin paaјјk vaar'r'luve	в нашем краю вырос лес																																																																																							
энвульрр̄ав	envul'r'raav	ва̄ррьлувнэ	vaar'r'luvne	ва̄ррь	vaar'r'			Verb	постоянно;иногда, бывало	III		вырастать - о лесе (постоянно;иногда, бывало)																																																																																										
эввухьр̄ав	evvux'raav	ва̄рьхуввэ	vaar'xuvve	ва̄ррь	vaar'r'			Verb		I		обезлесеть	ёгк рыннт ва̄рьхувэ	jogk rɨnnt vaar'xuve	берег реки обезлесел																																																																																							
ьнэр̄ав	ɲeraav	ва̄рэнь	vaareɲ	ва̄рр	vaarr			Noun	общее число	V		о.ч.V гость м	вӯрьтханнэнч ва̄рэнь	vuur'txannenč vaareɲ'	нежданный гость	\# воаррдэ	\# voarrde	бывать, побывать (где-л.); воаррдэ клӯбпе, библиотекая бывать в клубе, в библиотеке																																																																																				
тьҏҏав	t'̥r'̥rav	ваҏҏьт	var̥'r̥'t	ваҏҏьт	var̥'r̥'t	ваҏьт	var̥'t	Noun		II	3	моросящий дождь	че̄ххч кэ̄ллм ваҏҏьт	čeexxč keellm var̥'r̥'t	осенний  холодный моросящий дождь																																																																																							
йатьҏҏав	jat'̥r'̥rav	ваҏҏьтай	var̥'r̥'taj	ваҏҏьт	var̥'r̥'t			AdjPred	сказ.			сказ. дождливый, дождлив, обильный (обилен) частыми моросящими дождями	че̄ххч лӣ ваҏҏьтай	čeexxč l'ii var̥'r̥'taj	осень дождлива																																																																																							
эввултьҏҏав	evvult'̥r'̥rav	ваҏҏьтлуввэ	var̥'r̥'tluvve	ваҏҏьт	var̥'r̥'t			Verb	начать	I		начаться - о моросящем дожде	е̄ррк ваҏҏьтлувэ	jeerrk var̥'r̥'tluve	начался моросящий дождь																																																																																							
энвултьҏҏав	envult'̥r'̥rav	ваҏҏьтлувнэ	var̥'r̥'tluvne	ваҏҏьт	var̥'r̥'t			Verb	постоянно;иногда, бывало	III		начинаться - о моросящем дожде (постоянно;иногда, бывало)																																																																																										
элсс̄ав	elssaav	ва̄сслэ	vaassle	ва̄ссэ	vaasse			Verb	быстро	III		пройти, кончиться, утихнуть (быстро)	пе̄ййв вэххтэнне	p'eejjv vexxteɲ'ɲ'e	ва̄ссэль день прошёл очень быстро																																																																																							
тсс̄ав	tssaav	ва̄сст	vaasst	ва̄сст	vaasst	ва̄ст	vaast	Noun		II		веник	поашшэ ва̄стэнҍ	poašše vaasten'	мести веником	ко̄ррэ ва̄стэтҍ	koorre vaastet	вязать веники																																																																																				
этссав	etssav	васстэ	vasste	васстэ	vasste			Verb	быстро, немного	II	3	бить, избивать/избить кого;выбивать/выбить, выколачивать/ выколотить что;ударить кого-что (быстро);выбить, выколотить что (быстро);побить кого (немного - быстро);повыбивать, повыколачивать что (немного - быстро)	васстэ вусьт кӣдэ	vasste vus't k'iide	бить по рукам	эйй вуэй васстэ пе̄ннэ	ejj vuej vasste p'eenne	нельзя бить собаку	васстэ роавв	vasste roavv	(см. [ref]РОАВВ[/ref]) выбить одеяло из оленьих шкур	бэдт тӯльй васстэ	bedt tuulij vasste	надо шкуру выколотить                                                                            васстлуввэ I страд, к васстэ	со̄нн васстлувэ	soonn vasstluve	его ударили          васстлэ III	ва̄нҍц васстэль тӯльй	vaan'c vasstel' tuulij	иди быстренько выбей шкуру          вастсэ III	вастсэ сӯлл пе̄ннэ	vastse suull p'eenne	побить вороватую собаку	вастсэ та̄лльв оасскэтҍ	vastse taal'l'v oassket	повыбивать   зимнюю одежду                                                                                               вастхэ III понуд. к васстэ	со̄н ибе вастхэ	soon ib'e vastxe	его не надо бить	тӯльетҍ бэдт вастхэ	tuul'jet bedt vastxe	надо, чтобы кто-нибудь выбил шкуры                   вэ̄сстъе III страд, к васстэ; со̄нн вэ̄сстэй его избили; роавв вэ̄сстэй одеяло из оленьих шкур выбито																																																												
эсс̄ав	essaav	ва̄ссэ	vaasse	ва̄ссэ	vaasse			Verb		I	4	пройти, кончиться;утихнуть, прекратиться, затихнуть	пеййв воазе	p'ejjv voaz'e	день прошёл	аббьр воазе	ab'b'r voaz'e	дождь прекратился	кэ̄бп воазе	keebp voaz'e	боль утихла	лэфкхэсс воазе	lefkxess voaz'e	кашель прошёл																																																																														
атхх̄ав	atxxaav	ва̄ххта	vaaxxta	ва̄ххта	vaaxxta			Noun	общее число	IV		дежурство	пыйе ва̄ххтъе	pɨje vaaxxtje	назначить кого на дежурство																																																																																							
еътхх̄ав	ejtxxaav	ва̄ххтъе	vaaxxtje	ва̄ххта	vaaxxta			Verb		III		дежурить	ва̄ххтъе ыйй пайе	vaaxxtje ɨjj paje	дежурить всю ночь ва̄ххтъей о. ч. V дежурный (дежурная ж)	ке̄ лӣ та̄рьм ва̄ххтъей	k'ee l'ii taar'm vaaxxtjej	классэсьт? кто сегодня дежурный в классе?																																																																																				
этьссяътхх̄ав	et's'sajtxxaav	ва̄ххтъяссьтэ	vaaxxtjas's'te	ва̄ххта	vaaxxta			Verb	немного	II	4*	подежурить (немного)	ва̄ххтъясьт мун саесьт	vaaxxtjas't mun sajes't	подежурь за меня																																																																																							
ҍнеш̄ав	'ne'šaav	ва̄шенҍ	vaaš'en'	ва̄шенҍ	vaaš'en'			Noun	общее число	V		тесто	ва̄шенҍ шо̄тткэ	vaaš'en' šoottke	месить тесто	кӯдц ва̄шенҍ	kuudc vaaš'en'	опара, закваска																																																																																				
эввулҍнеш̄ав	evvul'ne'šaav	ва̄шенҍлуввэ	vaaš'en'luvve	ва̄шенҍ	vaaš'en'			Verb		II		. испачкаться тестом;перен. расползтись, потерять форму (об обуви)	тубэрк  ва̄шенҍлуввенҍ	tuberk  vaaš'en'luv'v'en'	тоборки (см. [ref]ТУБЭРК[/ref]) расползлись																																																																																							
ьшшав	'š'šav	вашшь	vaš'š'	вашшь	vaš'š'	важь	važ'	Noun		I	3	заросли (кустарника)																																																																																										
ряж̄ев	ra'žee'v	ве̄жяр	v'eež'ar	ве̄жяр	v'eež'ar	ве̄джяр	v'eedž'ar	Noun		V		молоток	са̄һпе   куаррэм гуэйкэ ве̄жяр	saahp'e   kuarrem guejke v'eež'ar	сапожный молоток																																																																																							
кйй̄ев	kjjee'v	ве̄ййк	v'eejjk	ве̄ййк	v'eejjk	ве̄йк	v'eejk	Noun		II	4	сумерки	ӣнцэсь, е̄кесь ве̄йк	iinces', jeek'es' v'eejk	утренние, вечерние сумерки																																																																																							
эввухьк̄ев	evvux'kee'v	ве̄кьхуввэ	v'eek'xuvve	ве̄һкь	v'eehk'			Verb		I		получить помощь ж	со̄нн ве̄кьхувв ӣжесь па̄ррнэнҍ	soonn v'eek'xuvv iiž'es' paarrnen'	он получает помощь от детей																																																																																							
эхьк̄ев	ex'kee'v	ве̄кьхэ	v'eek'xe	ве̄һкь	v'eehk'			Verb		III		помогать/помочь кому	ве̄кьхэ лыгкэсьт	v'eek'xe lɨgkes't	помочь в работе	ве̄кьхэгке ка̄нҍц ка̄ннцант	v'eek'xegk'e kaan'c kaanncant	помогайте друг другу																																																																																				
кьлл̄ев	k'l'lee'v	ве̄лльк	v'eel'l'k	ве̄лльк	v'eel'l'k	ве̄льк	v'eel'k	Noun		II	4	долг, задолженность;долг, обязанность	ма̄ккьсэ ве̄льк	maak'k'se v'eel'k	погасить задолженность	аннҍтэ вя̄ллка	an'n'te v'aallka	дать в долг	мӣн ве̄лльк лӣ пынне Шаннт Е̄ммьне	m'iin v'eel'l'k l'ii pɨɲ'ɲ'e šannt jeem'm'ɲ'e	наш долг - защищать Родину																																																																																	
мьлл̄ев	m'l'lee'v	ве̄лльм	v'eel'l'm	ве̄лльм	v'eel'l'm	ве̄льм	v'eel'm	Noun		II	4	проток, протока	ко̄ммьтэсь ве̄лльм	koom'm'tes' v'eel'l'm	широкий проток	раст ве̄льм сугкэ	rast v'eel'm sugke	плыть (на лодке) через протоку	соаймэтҍ вя̄ллма лӯшшьтэ	soajmet v'aallma luuš'š'te	ставить в протоку сети; ве̄лльм лоап тоня, расположенная в протоке																																																																																	
этьӆӆ̄ев	et'̥l'̥lee'v	ве̄ӆӆьтэ	v'eel̥'l̥'te	ве̄ӆӆьтэ	v'eel̥'l̥'te			Verb		II	5	перегонять/перегнать (стадо);перемещать/переместить, перевозить/перевезти кого (напр. на новое место)	ве̄ӆӆьтэ	v'eel̥'l̥'te	чӯдзэ о̄дт сайя перегонять стадо на новое место	мунн о̄ххтэ вя̄ӆта	munn ooxxte v'aal̥ta	чӯдзэ я один перегоню стадо	мунн вя̄ӆта пӣррсан   о̄дт ко̄ввсэ	munn v'aal̥ta p'iirrsan   oodt koovvse	я перевожу семью в новую куваксу (чум)																																																																																	
энтьӆ̄ев	ent'̥lee'v	ве̄ӆьтнэ	v'eel̥'tne	ве̄ӆӆьтэ	v'eel̥'l̥'te			Verb	постоянно; иногда, бывало	III		перегонять (стадо, ездовых оленей);перемещать, перевозить кого (напр. на новое место - постоянно;иногда, бывало)																																																																																										
цьнн̄ев	cɲɲee'v	ве̄нньц	v'eeɲɲc	ве̄нньц	v'eeɲɲc	ве̄ньц	v'eeɲc	Noun		II	4	рел. венец																																																																																										
энр̄ев	enree'v	ве̄рнэ	v'eerne	ве̄ррэ	v'eerre			Verb	постоянно; иногда, бывало	III		тесать, обтёсывать что (постоянно, иногда, бывало)		to ž'e, čto v'eerče																																																																																								
элрр̄ев	elrree'v	ве̄ррлэ	v'eerrle	ве̄ррэ	v'eerre			Verb	быстро	III		обтесать что (быстро)																																																																																										
еърр̄ев	ejrree'v	ве̄рръе	v'eerrje	ве̄ррэ	v'eerre			Verb	стать	III		стать обтёсанным	мӯрр ве̄ррэй	muurr v'eerrej	дерево обтесали																																																																																							
эввюърр̄ев	evvujrree'v	ве̄рръюввэ	v'eerrjuvve	ве̄ррэ	v'eerre			Verb	стать	I		стать обтёсанным																																																																																										
ьрр̄ев	'r'ree'v	ве̄ррь	v'eer'r'	ве̄ррь	v'eer'r'	ве̄рь	v'eer'	Noun		I		вина, проступок, провинность	ве̄рь нёллькъе	v'eer' ɲ'ol'l'kje	загладить вину																																																																																							
экьрр̄ев	ek'r'ree'v	ве̄ррькэ	v'eer'r'ke	ве̄ррькэ	v'eer'r'ke			Verb		II	5	мелькать;показываться, появляться (на короткий срок)																																																																																										
эрр̄ев	erree'v	ве̄ррэ	v'eerre	ве̄ррэ	v'eerre			Verb		I	1	тесать, обтёсывать/обтесать что	ве̄ррэ бре̄вьн	v'eerre br'eev'n	тесать бревно	со̄нн ё ве̄рэ лӯвьт	soonn jo v'eere luuv't	он уже обтесал доску																																																																																				
эср̄ев	esree'v	ве̄рсэ	v'eerse	ве̄ррэ	v'eerre			Verb	быстро	III		обтесать что (быстро)		to ž'e, čto v'eerrle		со̄нн ве̄раст лӯвьт я пуадт	soonn v'eerast luuv't ja puadt	он быстро обтешет доску и придёт																																																																																				
эввухр̄ев	evvuxree'v	ве̄рхуввэ	v'eerxuvve	ве̄ррь	v'eer'r'			Verb		I		провиниться, оказаться виноватым;проштрафиться	ве̄рхуввэ ро̄дҍхэль эвтэсьт	v'eerxuvve roodxel' evtes't	провиниться перед родителями	ве̄рхуввма о̄һпнуввэй	v'eerxuvvma oohpnuvvej	провинившийся ученик																																																																																				
эхр̄ев	exree'v	ве̄рхэ	v'eerxe	ве̄ррь	v'eer'r'			Verb		III		винить, обвинять/обвинить, считать кого виновным, виноватым	ве̄рхэ ӣжянт пугк лыгкэ баяс	v'eerxe iiž'ant pugk lɨgke bajas	во всём винить самого себя	ве̄рхэ маӊӊнэм гуэйкэ	v'eerxe man̥n̥nem guejke	винить кого за опоздание	ве̄рхэ коанҍцэтҍ	v'eerxe koan'cet	винить друзей																																																																																	
ечр̄ев	ečree'v	ве̄рче	v'eerče	ве̄ррэ	v'eerre			Verb	постоянно; иногда, бывало	III		тесать, обтёсывать что (постоянно, иногда, бывало)	со̄нн ве̄рэч лӯвьтэтҍ	soonn v'eereč luuv'tet	он, бывало, обтёсывал доски																																																																																							
ӭтһаскьр̄ев	e'thask'ree'v	ве̄рьксаһтӭ	v'eer'ksaht'e	ве̄ррькэ	v'eer'r'ke			Verb		I	4*	позволять кому крутиться (вертеться, мелькать) перед кем-чем	ель ве̄рьксадтҍ па̄ррнэтҍ кӯссе эвтэсьт	jel' v'eer'ksadt paarrnet kuus's'e evtes't	не разрешай детям вертеться перед гостями																																																																																							
эскьр̄ев	esk'ree'v	ве̄рьксэ	v'eer'kse	ве̄ррькэ	v'eer'r'ke			Verb	быстро	III		мелькать, крутиться, вертеться (быстро, надоедливо)	парна ве̄рьксэв пе̄ййв пайе	parna v'eer'ksev p'eejjv paje	ребятишки вертятся весь день																																																																																							
тьр̄ев	t'ree'v	ве̄рьт	v'eer't	ве̄рьт	v'eer't			Adv				около, приблизительно (о количестве чего-л.)	чӯдҍ ве̄рьт	čuud v'eer't	ма̄ҏҏькэ с сотню рублей	мэ̄нн вэ̄рьт	meenn veer't	сколько	мэ̄нн-не ве̄рьт	meenn-ɲ'e v'eer't	сколько-нибудь																																																																																	
цҏҏ̄ев	c̥r̥ree'v	ве̄ҏҏц	v'eer̥r̥c	ве̄ҏҏц	v'eer̥r̥c	ве̄ҏц	v'eer̥c	Noun		II		мешок	куаррэ ве̄ҏц	kuarre v'eer̥c	сшить мешок	куаййвэ ве̄ҏҏьцэ	kuajjve v'eer̥'r̥'ce	я̄вэтҍ насыпать в мешок муки																																																																																				
эндэтҏ̄ев	endet̥ree'v	ве̄ҏтэднэ	v'eer̥tedne	ве̄ҏтэдтэ	v'eer̥tedde			Verb	постоянно;иногда, бывало	III		вертеться, ворочаться (с боку на бок - постоянно;иногда, бывало);перен. вертеться, крутиться (где-л.), находиться на виду у кого (постоянно;иногда, бывало);перен. вертеться, увиливать, увёртываться (постоянно;иногда, бывало)																																																																																										
этдэтҏ̄ев	eddet̥ree'v	ве̄ҏтэдтэ	v'eer̥tedde	ве̄ҏтэдтэ	v'eer̥tedde			Verb		I	1*	вертеться, ворочаться (с боку на бок);ёрзать;перен. вертеться, крутиться (где-л.), находиться на виду у кого;перен. вертеться, увиливать, увёртываться	ве̄ҏтэдтэ ыйй пайе	v'eer̥tedte ɨjj paje	ворочаться всю ночь	ве̄ҏтэдтэ зе̄ркал эвтэсьт	v'eer̥tedte z'eerkal evtes't	вертеться перед зеркалом	ве̄ҏтэдтэ ю̄лькэ вӯлленҍ	v'eer̥tedte juul'ke vuul'l'en'	вертеться под ногами	ель ве̄ҏтэд	jel' v'eer̥ted	, са̄рн вӯййкэсьт не увиливай, говори правду	ве̄ҏтадт вуэйвэсьт	v'eer̥tadt vuejves't	вертится в голове																																																																											
лэтҏ̄ев	let̥ree'v	ве̄ҏтэл	v'eer̥tel	ве̄ҏтэл	v'eer̥tel			Noun	общее число	V		петля (для дверей)	уккс веҏтлэнҍ мујјкэдҍ	ukks v'er̥tlen' muјјked	дверь соскочила с петель																																																																																							
ӭтһальсс̄ев	e'thal's'see'v	ве̄ссьлаһтӭ	v'ees's'laht'e	ве̄ссьлэсь	v'ees's'les'			Verb		I	4*	веселить кого	ве̄ссьлаһтӭ кӣһчьетҍ	v'ees's'lahte k'iihčjet	веселить зрителей																																																																																							
эсжульсс̄ев	esžul's'see'v	ве̄ссьлужсэ	v'ees's'lužse	ве̄ссьлэсь	v'ees's'les'			Verb	недолго, немного	III		повеселиться, поразвлекаться (немного, недолго)	со̄нн	soonn	шоабашт ве̄ссьлужсэ он любит повеселиться																																																																																							
эшшульсс̄ев	eššul's'see'v	ве̄ссьлушшэ	v'ees's'lušše	ве̄ссьлэсь	v'ees's'les'			Verb		I		веселиться, развлекаться,  весело проводить время																																																																																										
еннэльсс̄ев	eɲɲel's'see'v	ве̄ссьлэнне	v'ees's'leɲɲe	ве̄ссьлэсь	v'ees's'les'			Adv				весело	ве̄ссьлэнне пе̄ййв мэ̄нэ	v'ees's'leɲ'ɲ'e p'eejjv meene	день прошёл весело																																																																																							
ьсэльсс̄ев	'sel's'see'v	ве̄ссьлэсь	v'ees's'les'	ве̄ссьлэсь	v'ees's'les'			Adj				весёлый	ве̄ссьлэсь па̄ррьн	v'ees's'les' paar'r'n	весёлый юноша ве̄ссель сказ. весёлый, весел	па̄ррьн лӣ ве̄ссель	paar'r'n l'ii v'ees's'el'	юноша вёсел																																																																																				
ькһ̄ев	'khee'v	ве̄һкь	v'eehk'	ве̄һкь	v'eehk'	ве̄кь	v'eek'	Noun		I	4	помощник (помощница ж)	шӣг ве̄һкь	š'iig v'eehk'	хороший помощник	алльк шэнтэ ве̄һкенҍ	al'l'k šente v'eehk'en'	сын стал помощником	пуэдтӭ вӣкенҍ	puedte v'iik'en'	прийти с помощником																																																																																	
тдувькһ̄ев	dduv'khee'v	ве̄һкьвудт	v'eehk'vudd	ве̄һкь	v'eehk'	ве̄һкьвуд	v'eehk'vud	Noun		I		помощь ж, содействие, поддержка, опора	мыннӭ бэдт тӣн ве̄һкьвуд	mɨn'n'e bedt t'iin v'eehk'vud	я нуждаюсь в вашей помощи	аннҍтэ мыннӭ ве̄һкьвуд	an'n'te mɨn'n'e v'eehk'vud	окажите мне содействие																																																																																				
эввулькһ̄ев	evvul'khee'v	ве̄һкьлуввэ	v'eehk'luvve	ве̄һкь	v'eehk'			Verb		I		найти помощника, обзавестись помощником	мунн ве̄һкьлувве	munn v'eehk'luv'v'e	у меня появился помощник																																																																																							
энвулькһ̄ев	envul'khee'v	ве̄һкьлувнэ	v'eehk'luvne	ве̄һкь	v'eehk'			Verb	постоянно;иногда, бывало	III		находить помощника, обзаводиться помощником (постоянно;иногда, бывало)																																																																																										
шш̄ев	ššee'v	ве̄шш	v'eešš	ве̄шш	v'eešš			Noun	общее число	III		вещь ж, предмет;принадлежность;вещи мн. (ед. вещь ж), имущество;утварь ж;товар	о̄дт, вуэммь	oodt, vuem'm'	ве̄шш новые, старые вещи	о̄һпнуввэм ве̄шш	oohpnuvvem v'eešš	учебные принадлежности	выгкэ ве̄шшэтҍ о̄дт пэ̄ҏҏьтэ	vɨgke v'eeššet oodt peer̥'r̥'te	перевезти вещи на новую квартиру	шувв	šuvv	ве̄шш хороший товар	ве̄шш ла̄ффьк	v'eešš laaf'f'k	промтоварный магазин																																																																											
эввулшш̄ев	evvulššee'v	ве̄шшлуввэ	v'eeššluvve	ве̄шш	v'eešš			Verb		I		обзавестись вещами,  имуществом, товаром																																																																																										
энвулшш̄ев	envulššee'v	ве̄шшлувнэ	v'eeššluvne	ве̄шш	v'eešš			Verb	постоянно;иногда, бывало	III		обзаводиться вещами, имуществом, товаром и т. п. (постоянно;иногда, бывало)																																																																																										
кьшш̄ев	k'š'šee'v	ве̄шшьк	v'eeš'š'k	ве̄шшьк	v'eeš'š'k	ве̄шьк	v'eeš'k	Noun		II	4	медь ж	вӣллькесь, руччкесь, рӯппьсесь ве̄шшьк	v'iil'l'k'es', ruččk'es', ruup'p's'es' v'eeš'š'k	белая, жёлтая, красная медь	ве̄шшьк те̄нҍк	v'eeš'š'k t'een'k	медные деньги																																																																																				
кгӣв	ggii'v	вӣгк	v'iigg	вӣгк	v'iigg	вӣг	v'iig	Noun		I		сила, мощь ж;мощность;сила, усилие, напряжение	туарр вӣгк	tuarr v'iigk	военная мощь	э̄ххтъя вӣгэгуэйм	eexxtja v'iigeguejm	общими силами	элля вӣг куллтлэ	el'l'a v'iig kulltle	нет сил слушать	куллтлэ вӣгха	kulltle v'iigxa	слушать без напряжения	мӣ лӣ вӣгкэ	m'ii l'ii v'iigke	изо всех сил	вӣдже мӣ лӣ вӣгкэ	v'iidž'e m'ii l'ii v'iigke	бежать изо всех сил	пынней вӣг	pɨɲ'ɲ'ej v'iig	вооружённые силы	Советскэ Эхтнэг Пынней Вӣг	sov'etske extneg pɨɲ'ɲ'ej v'iig	Вооруженные Силы Советского Союза	ля̄йй	l'aajj	куэссь-не вӣгк, да кӯдтэй э̄ххт лӣгк была сила, да вся вышла (букв. была когда-то сила, да осталась одна видимость)																																																															
тдувкгӣв	dduvggii'v	вӣгквудт	v'iiggvudd	вӣгк	v'iigg	вӣгквуд	v'iiggvud	Noun		I		могущество, сила;власть ж	ланҍ вӣгквудт	lan' v'iigkvudt	могущество страны	ель вуэзхэл ӣжянт вӣгквуд	jel' vuezxel iiž'ant v'iigkvud	не проявляй свою власть																																																																																				
эввулкгӣв	evvulggii'v	вӣгклуввэ	v'iiggluvve	вӣгк	v'iigg			Verb	стать	I		стать сильным, усилиться	ланнҍ вэххтэнне вӣгклувэ	lan'n' vexxteɲ'ɲ'e v'iigkluve	страна быстро стала сильной																																																																																							
эввуткгӣв	evvutggii'v	вӣгктуввэ	v'iiggtuvve	вӣгк	v'iigg			Verb	стать	I		стать сильным, усилиться		to ž'e, čto v'iigkluvve																																																																																								
энвуткгӣв	envutggii'v	вӣгктувнэ	v'iiggtuvne	вӣгк	v'iigg			Verb	постоянно; иногда, бывало	III		набираться сил, усиливаться (постепенно;постоянно;иногда, бывало)																																																																																										
эткгӣв	etggii'v	вӣгктэ	v'iiggte	вӣгк	v'iigg			Verb	сделать	III		сделать кого-что более сильным, усилить кого-что	вӣгктэ туар мыр	v'iigkte tuar mɨr	гуэйкэ усилить борьбу за мир																																																																																							
эшкгӣв	ešggii'v	вӣгкшэ	v'iiggše	вӣгк	v'iigg			Verb	Trop	III		считать кого-что сильным	мыйй со̄н вӣгкшэпь	mɨjj soon v'iigkšep'	мы считаем его сильным																																																																																							
еъкгӣв	ejggii'v	вӣгкъе	v'iiggje	вӣгк	v'iigg			Verb	стать	III		стать сильным, усилиться																																																																																										
